id,source,department,course,level,question,answer,explanation,prerequisites,learning_outcomes,instructor,semester,year,enrollment,timestamp
mit_235,mit_opencourseware,computer-science,Database Systems,graduate,What is cross-validation in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2023,222,2023-12-24 14:50:01.401555
mit_236,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2019,260,2025-08-08 14:50:01.401561
mit_237,mit_opencourseware,mathematics,Probability Theory,graduate,What is the probability of getting 2 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,67,2025-10-23 14:50:01.401567
mit_238,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫5x^3 dx,The integral is 0.25x^2 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,386,2024-01-23 14:50:01.401576
mit_239,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,388,2025-08-31 14:50:01.401582
mit_240,mit_opencourseware,physics,General Course,graduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,449,2025-09-02 14:50:01.401588
mit_241,mit_opencourseware,computer-science,Database Systems,undergraduate,What is overfitting in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2021,141,2024-08-22 14:50:01.401596
mit_242,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫5x^2 dx,The integral is 0.5x^3 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2023,443,2024-09-01 14:50:01.401605
mit_243,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,87,2025-09-05 14:50:01.401611
mit_244,mit_opencourseware,computer-science,Introduction to Algorithms,graduate,Describe the QuickSort algorithm.,This algorithm finds shortest paths.,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,186,2025-06-14 14:50:01.401617
mit_245,mit_opencourseware,computer-science,Introduction to Algorithms,graduate,Describe the Binary Search algorithm.,This algorithm searches in O(log n).,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2022,256,2025-09-06 14:50:01.401625
mit_246,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2023,324,2024-11-14 14:50:01.401631
mit_247,mit_opencourseware,computer-science,Database Systems,graduate,What is normalization in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,486,2024-12-03 14:50:01.401640
mit_248,mit_opencourseware,mathematics,Probability Theory,graduate,What is the probability of getting 6 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2023,70,2024-10-19 14:50:01.401646
mit_249,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2022,93,2024-02-08 14:50:01.401652
mit_250,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2023,172,2024-07-04 14:50:01.401658
mit_251,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2023,477,2024-08-13 14:50:01.401665
mit_252,mit_opencourseware,mathematics,Probability Theory,undergraduate,What is the probability of getting 1 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2022,110,2025-04-14 14:50:01.401676
mit_253,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2019,426,2025-06-25 14:50:01.401684
mit_254,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2020,57,2025-05-24 14:50:01.401693
mit_255,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[4, 5], [2, 5]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2019,304,2024-03-17 14:50:01.401703
mit_256,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2021,111,2023-12-17 14:50:01.401712
mit_257,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2019,111,2025-02-09 14:50:01.401730
mit_258,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of conservation of energy.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2022,174,2024-03-31 14:50:01.401738
mit_259,mit_opencourseware,mathematics,Linear Algebra,undergraduate,"Find the eigenvalues of the matrix [[5, 4], [2, 1]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,53,2025-05-17 14:50:01.401756
mit_260,mit_opencourseware,mathematics,Differential Equations,graduate,What is the probability of getting 6 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2020,123,2024-01-31 14:50:01.401766
mit_261,mit_opencourseware,computer-science,Database Systems,graduate,What is normalization in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,363,2025-08-18 14:50:01.401781
mit_262,mit_opencourseware,computer-science,Database Systems,graduate,What is normalization in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2019,321,2025-08-11 14:50:01.401839
mit_263,mit_opencourseware,computer-science,Database Systems,undergraduate,What is cross-validation in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2019,149,2025-07-24 14:50:01.402042
mit_264,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2019,380,2024-11-09 14:50:01.403080
mit_265,mit_opencourseware,computer-science,Database Systems,undergraduate,What is overfitting in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,429,2025-09-24 14:50:01.403114
mit_266,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2020,419,2024-08-18 14:50:01.403125
mit_267,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between classification and regression.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2020,100,2025-03-19 14:50:01.403138
mit_268,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,298,2025-09-22 14:50:01.403147
mit_269,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2022,241,2025-06-30 14:50:01.403192
mit_270,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2021,115,2025-10-15 14:50:01.403217
mit_271,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫1x^2 dx,The integral is 1.3333333333333333x^2 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2021,359,2025-06-09 14:50:01.403251
mit_272,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2023,292,2024-07-31 14:50:01.403264
mit_273,mit_opencourseware,computer-science,Database Systems,undergraduate,What is cross-validation in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2022,346,2025-04-03 14:50:01.403283
mit_274,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,67,2024-09-07 14:50:01.403296
mit_275,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2020,92,2024-04-24 14:50:01.403307
mit_276,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫2x^2 dx,The integral is 1.5x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,392,2025-01-08 14:50:01.403339
mit_277,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2022,445,2025-06-28 14:50:01.403350
mit_278,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,247,2023-12-10 14:50:01.403361
mit_279,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is overfitting in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2023,500,2024-12-08 14:50:01.403375
mit_280,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[1, 4], [3, 4]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2021,139,2024-01-23 14:50:01.403390
mit_281,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫3x^1 dx,The integral is 2.5x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2020,214,2024-11-20 14:50:01.403409
mit_282,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is normalization in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,298,2024-06-21 14:50:01.403422
mit_283,mit_opencourseware,mathematics,Probability Theory,graduate,What is the probability of getting 4 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2020,284,2025-08-19 14:50:01.403435
mit_284,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫3x^1 dx,The integral is 0.5x^3 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,127,2025-04-21 14:50:01.403452
mit_285,mit_opencourseware,mathematics,Differential Equations,graduate,What is the probability of getting 6 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2021,265,2024-08-19 14:50:01.403464
mit_286,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫1x^1 dx,The integral is 0.5x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2023,225,2024-01-15 14:50:01.403483
mit_287,mit_opencourseware,computer-science,Database Systems,graduate,What is overfitting in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2020,454,2025-02-23 14:50:01.403557
mit_288,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2021,195,2024-08-07 14:50:01.403630
mit_289,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2020,479,2023-11-22 14:50:01.403647
mit_290,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,114,2024-08-22 14:50:01.403671
mit_291,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between supervised and unsupervised learning.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,240,2024-08-14 14:50:01.403692
mit_292,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2020,284,2024-12-24 14:50:01.403703
mit_293,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,198,2024-04-08 14:50:01.403714
mit_294,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2019,121,2023-12-23 14:50:01.403730
mit_295,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[4, 5], [2, 4]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2021,78,2024-03-04 14:50:01.403745
mit_296,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2023,484,2024-08-17 14:50:01.403756
mit_297,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫4x^2 dx,The integral is 1.25x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2022,125,2024-09-05 14:50:01.403773
mit_298,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is normalization in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2021,278,2024-04-21 14:50:01.403784
mit_299,mit_opencourseware,mathematics,Differential Equations,undergraduate,What is the probability of getting 6 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2021,133,2024-09-08 14:50:01.403799
mit_300,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2020,205,2024-07-18 14:50:01.403812
mit_301,mit_opencourseware,computer-science,Database Systems,undergraduate,What is normalization in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2022,139,2024-04-26 14:50:01.403826
mit_302,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2023,301,2025-10-04 14:50:01.403863
mit_303,mit_opencourseware,computer-science,Database Systems,graduate,What is cross-validation in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,455,2025-11-14 14:50:01.403886
mit_304,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2021,263,2025-05-17 14:50:01.403897
mit_305,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2019,356,2024-11-11 14:50:01.403907
mit_306,mit_opencourseware,physics,General Course,graduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2021,312,2024-04-06 14:50:01.403986
mit_307,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫5x^1 dx,The integral is 0.6666666666666666x^3 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2020,77,2025-02-10 14:50:01.404049
mit_308,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is normalization in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2023,149,2024-02-12 14:50:01.404067
mit_309,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2021,188,2023-12-16 14:50:01.404084
mit_310,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is normalization in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2021,448,2024-07-08 14:50:01.404094
mit_311,mit_opencourseware,physics,General Course,graduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2023,163,2025-05-08 14:50:01.404110
mit_312,mit_opencourseware,mathematics,Differential Equations,graduate,What is the probability of getting 1 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2019,295,2024-11-25 14:50:01.404123
mit_313,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between classification and regression.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2019,431,2025-07-18 14:50:01.404148
